Parameter	Posterior Mean	Posterior Variance	a_post	b_post
3609|ERX556850|ST3765	7.75998e-05	1.09279e-10	55.1041	710106
6006|ERX139358|ST2188	1.61432e-05	2.27102e-11	11.4752	710837
3055|ERX551116|ST3768	2.41681e-05	3.40024e-11	17.1781	710775
2414|ERX359400|ST2508	4.55868e-05	6.41515e-11	32.3945	710612
1623|ERX212136|ST3115	5.30427e-05	7.46579e-11	37.6856	710477
7798|ERX385138|ST3441	4.94245e-05	6.95579e-11	35.1186	710552
2431|ERX359417|ST2944	0.00012809	1.80481e-10	90.9079	709717
1715|ERX221199|ST151	6.25816e-05	8.8119e-11	44.4451	710194
NODE_381	3.90803e-05	5.50006e-11	27.7682	710542
NODE_382	1.34532e-05	1.89254e-11	9.56331	710856
NODE_383	2.71483e-05	3.82053e-11	19.2912	710589
NODE_384	2.7447e-06	3.86067e-12	1.95131	710938
NODE_385	2.97634e-05	4.18859e-11	21.1494	710584
NODE_386	2.01589e-05	2.83606e-11	14.3291	710807
NODE_387	1.94014e-05	2.7299e-11	13.7886	710699
NODE_389	8.10128e-06	1.13959e-11	5.75918	710897
NODE_390	4.08426e-06	5.74498e-12	2.90361	710928
NODE_391	1.3459e-05	1.89335e-11	9.56742	710857
NODE_392	2.28372e-05	3.21294e-11	16.2324	710787
NODE_393	3.27933e-06	4.72095e-12	2.27794	694634
NODE_394	0.00287463	5.09626e-09	1621.48	564067
NODE_395	9.44252e-06	1.32827e-11	6.71257	710887
NODE_396	2.68569e-05	3.77864e-11	19.0887	710756
NODE_397	1.08005e-05	1.52062e-11	7.67133	710273
NODE_398	1.65186e-06	2.39509e-12	1.13927	689688
NODE_399	4.0876e-06	5.74968e-12	2.90599	710928
NODE_400	2.74544e-06	3.86172e-12	1.95184	710938
NODE_401	2.7454e-06	3.86166e-12	1.95181	710938
NODE_402	6.75924e-06	9.50791e-12	4.80519	710907
NODE_404	2.14928e-05	3.02377e-11	15.277	710796
NODE_405	1.74697e-05	2.45766e-11	12.4179	710826
NODE_406	8.1022e-06	1.13972e-11	5.75984	710897
NODE_408	2.74466e-06	3.86062e-12	1.95128	710938
NODE_409	2.85436e-05	4.017e-11	20.2822	710570
NODE_410	1.47948e-05	2.0813e-11	10.5169	710846
NODE_411	6.7612e-06	9.51066e-12	4.80659	710907
NODE_413	6.76373e-06	9.51422e-12	4.80839	710908
NODE_414	0.000556186	8.28868e-10	373.211	671019
NODE_415	5.75856e-05	8.10477e-11	40.9154	710515
NODE_418	2.74832e-06	3.86577e-12	1.95389	710938
NODE_419	1.61342e-05	2.26975e-11	11.4688	710836
NODE_427	2.74619e-06	3.86277e-12	1.95237	710938
NODE_428	2.74672e-06	3.86351e-12	1.95274	710938
NODE_429	8.7612e-05	1.23388e-10	62.2092	710053
NODE_430	8.02527e-05	1.12981e-10	57.005	710319
NODE_432	1.21205e-05	1.70504e-11	8.6161	710867
NODE_433	1.21239e-05	1.70551e-11	8.61852	710868
NODE_435	0.00128516	1.99662e-09	827.219	643669
NODE_436	0.000580931	8.62255e-10	391.394	673735
NODE_437	0.00012124	1.74261e-10	84.3511	695738
NODE_438	0.000105061	1.50385e-10	73.3976	698617
NODE_439	0.00167299	2.6303e-09	1064.1	636047
NODE_441	4.08669e-06	5.74838e-12	2.90534	710928
NODE_442	1.74699e-05	2.45769e-11	12.4181	710826
NODE_443	0.000948972	1.43605e-09	627.102	660823
NODE_444	0.00125088	1.89898e-09	823.963	658708
NODE_445	4.1566e-05	5.84909e-11	29.5385	710640
NODE_446	4.31629e-05	6.0751e-11	30.6667	710488
NODE_447	7.37148e-05	1.03766e-10	52.3666	710395
NODE_448	0.00226204	3.5205e-09	1453.44	642534
NODE_449	3.32883e-05	4.68681e-11	23.6431	710255
NODE_450	0.00135415	2.07048e-09	885.645	654024
NODE_451	1.34561e-05	1.89293e-11	9.56532	710857
NODE_452	1.34625e-05	1.89384e-11	9.56994	710857
NODE_453	1.76603e-05	2.48506e-11	12.5504	710658
NODE_454	8.26234e-05	1.16364e-10	58.666	710041
NODE_457	0.000938395	1.41343e-09	623.015	663915
NODE_458	6.76315e-06	9.5134e-12	4.80797	710907
NODE_459	1.88155e-05	2.64702e-11	13.3743	710816
NODE_460	8.10394e-06	1.13996e-11	5.76107	710898
NODE_463	4.08529e-06	5.74642e-12	2.90435	710928
NODE_466	2.74431e-06	3.86013e-12	1.95103	710938
NODE_467	2.746e-06	3.8625e-12	1.95223	710938
NODE_469	2.74701e-06	3.86393e-12	1.95295	710938
NODE_471	1.4795e-05	2.08132e-11	10.517	710846
NODE_472	2.95259e-05	4.15428e-11	20.9851	710735
NODE_473	1.21141e-05	1.70413e-11	8.61148	710866
NODE_474	9.43659e-06	1.32744e-11	6.70834	710887
NODE_475	9.43703e-06	1.3275e-11	6.70866	710887
NODE_476	8.09868e-06	1.13922e-11	5.75733	710897
NODE_478	4.08366e-06	5.74413e-12	2.90319	710928
NODE_479	0.00100535	1.50464e-09	671.747	668169
NODE_480	1.34574e-05	1.89312e-11	9.56628	710857
NODE_482	0.000110005	1.55054e-10	78.0449	709466
NODE_483	5.42354e-06	7.62892e-12	3.85569	710918
NODE_484	0.000157304	2.2186e-10	111.532	709023
NODE_485	4.42668e-05	6.22928e-11	31.457	710623
NODE_486	2.9433e-05	4.14214e-11	20.9143	710574
NODE_488	4.28993e-05	6.03679e-11	30.4855	710630
NODE_489	1.21746e-05	1.71295e-11	8.65302	710741
NODE_491	9.44231e-06	1.32824e-11	6.71242	710887
NODE_492	5.42562e-06	7.63185e-12	3.85717	710918
NODE_493	2.81876e-05	3.96592e-11	20.0342	710745
NODE_494	1.74705e-05	2.45777e-11	12.4185	710826
NODE_495	1.74738e-05	2.45824e-11	12.4209	710826
NODE_496	0.000103515	1.45868e-10	73.4595	709649
NODE_497	0.000107824	1.51865e-10	76.5554	710001
NODE_498	1.51987e-05	2.13874e-11	10.8008	710637
NODE_499	6.76456e-06	9.51539e-12	4.80898	710908
NODE_500	9.72765e-05	1.37046e-10	69.0479	709811
NODE_501	3.11888e-05	4.38911e-11	22.1626	710595
NODE_502	4.08467e-06	5.74555e-12	2.9039	710928
NODE_503	0.0012059	1.82915e-09	795.008	659266
NODE_504	2.79887e-05	3.93886e-11	19.8881	710577
NODE_505	2.95257e-05	4.15425e-11	20.985	710735
NODE_507	5.42313e-06	7.62835e-12	3.85539	710917
NODE_511	2.41761e-05	3.40136e-11	17.1838	710776
NODE_512	2.8383e-05	3.9942e-11	20.1691	710606
NODE_513	1.07767e-05	1.51597e-11	7.66089	710877
NODE_514	2.70157e-05	3.80173e-11	19.1977	710615
NODE_515	1.74794e-05	2.45903e-11	12.4248	710827
NODE_518	9.44031e-06	1.32796e-11	6.711	710887
NODE_519	5.42427e-06	7.62996e-12	3.85621	710918
NODE_520	2.14896e-05	3.02332e-11	15.2747	710796
NODE_522	1.21198e-05	1.70493e-11	8.61553	710867
NODE_523	3.22077e-05	4.53173e-11	22.8905	710715
NODE_524	6.76296e-06	9.51314e-12	4.80784	710907
NODE_525	0.000447756	6.41344e-10	312.602	698152
NODE_527	1.21159e-05	1.70439e-11	8.6128	710867
NODE_528	8.77634e-05	1.25164e-10	61.5386	701187
NODE_529	0.00113123	1.72464e-09	742.004	655924
NODE_530	1.21146e-05	1.70421e-11	8.61189	710866
NODE_531	0.0011271	1.68769e-09	752.72	667837
NODE_532	1.74756e-05	2.45849e-11	12.4221	710827
NODE_533	0.000840246	1.2692e-09	556.264	662026
NODE_535	3.76309e-05	5.38484e-11	26.2976	698830
NODE_536	4.08719e-06	5.74909e-12	2.90569	710928
NODE_537	0.00113855	1.71639e-09	755.242	663338
NODE_538	0.00118269	1.78717e-09	782.662	661766
NODE_539	0.000871908	1.29471e-09	587.177	673439
NODE_540	0.000145724	2.11106e-10	100.592	690289
NODE_541	0.000409949	5.94435e-10	282.719	689644
NODE_542	0.000297375	4.30616e-10	205.361	690580
NODE_543	0.000168411	2.41103e-10	117.635	698501
NODE_544	0.000265302	3.79837e-10	185.303	698462
NODE_545	0.000225437	3.21187e-10	158.231	701887
NODE_546	0.000422909	6.14375e-10	291.113	688357
NODE_547	0.000298039	4.28522e-10	207.287	695505
NODE_548	0.000129505	1.83432e-10	91.4321	706011
NODE_549	0.000183814	2.59985e-10	129.96	707017
NODE_550	0.000258758	3.70006e-10	180.958	699334
NODE_551	0.000786665	1.16112e-09	532.968	677503
NODE_552	0.000263826	3.78782e-10	183.758	696511
NODE_553	0.000271537	3.86597e-10	190.721	702376
NODE_554	0.000141828	2.0133e-10	99.9118	704457
NODE_555	6.27039e-05	8.85401e-11	44.4067	708197
NODE_558	1.48028e-05	2.08241e-11	10.5225	710847
NODE_559	2.74376e-06	3.85936e-12	1.95064	710937
NODE_561	8.10746e-06	1.14045e-11	5.76358	710898
NODE_562	6.76873e-06	9.52125e-12	4.81195	710908
NODE_563	5.42346e-06	7.62882e-12	3.85563	710917
NODE_564	5.42466e-06	7.6305e-12	3.85649	710918
NODE_565	2.7462e-06	3.86278e-12	1.95237	710938
NODE_567	2.74386e-06	3.85949e-12	1.95071	710937
NODE_569	2.74733e-06	3.86437e-12	1.95318	710938
NODE_573	2.74603e-06	3.86255e-12	1.95226	710938
NODE_577	2.46379e-05	3.46709e-11	17.5083	710624
NODE_578	1.62666e-05	2.28889e-11	11.5603	710677
NODE_579	2.74632e-06	3.86296e-12	1.95247	710938
NODE_580	1.61329e-05	2.26957e-11	11.4679	710836
NODE_581	1.47341e-05	2.07279e-11	10.4735	710834
NODE_582	2.74618e-06	3.86276e-12	1.95237	710938
NODE_584	2.74669e-06	3.86347e-12	1.95272	710938
NODE_585	0.0014503	2.23018e-09	943.144	650308
NODE_586	0.00015253	2.1615e-10	107.635	705667
NODE_587	0.000107227	1.51714e-10	75.785	706772
NODE_588	0.000298862	4.27463e-10	208.951	699154
NODE_589	0.00012195	1.72296e-10	86.3152	707792
NODE_590	0.000250384	3.56145e-10	176.029	703038
NODE_591	0.000328144	4.80242e-10	224.217	683288
NODE_592	0.000532747	7.65218e-10	370.9	696203
NODE_593	0.0001037	1.46434e-10	73.4378	708173
NODE_594	0.000288496	4.10256e-10	202.874	703211
NODE_595	0.000513404	7.36759e-10	357.761	696841
NODE_596	0.000312887	4.48771e-10	218.148	697209
NODE_597	0.000368772	5.27015e-10	258.043	699737
NODE_598	0.000939811	1.39846e-09	631.584	672033
NODE_599	0.000614753	9.26276e-10	408.001	663683
NODE_600	8.83832e-05	1.33262e-10	58.6182	663227
NODE_601	0.00119205	1.82851e-09	777.124	651923
NODE_602	1.74734e-05	2.45818e-11	12.4206	710826
NODE_603	8.09999e-06	1.1394e-11	5.75826	710897
NODE_606	3.58155e-05	5.35385e-11	23.9594	668967
NODE_607	1.40692e-06	1.97941e-12	1.00001	710779
NODE_608	0.000848939	1.27791e-09	563.967	664320
NODE_609	7.7465e-05	1.09075e-10	55.0156	710200
NODE_610	4.36148e-05	6.13893e-11	30.9867	710463
NODE_614	0.00112218	1.69846e-09	741.435	660707
NODE_615	2.28366e-05	3.21287e-11	16.232	710786
NODE_616	4.55915e-05	6.41581e-11	32.3979	710612
NODE_617	2.74536e-06	3.86161e-12	1.95178	710938
NODE_618	4.08282e-06	5.74295e-12	2.90259	710927
NODE_619	5.42063e-06	7.62484e-12	3.85362	710917
NODE_620	0.000104795	1.47595e-10	74.4064	710019
NODE_621	0.00111605	1.68549e-09	738.994	662151
NODE_622	1.07798e-05	1.5164e-11	7.66309	710877
NODE_623	0.000961699	1.45284e-09	636.593	661946
NODE_624	0.000201536	2.9152e-10	139.327	691328
NODE_625	5.42176e-06	7.62643e-12	3.85442	710917
NODE_626	3.6221e-05	5.09664e-11	25.7417	710684
NODE_627	9.48393e-06	1.33433e-11	6.74081	710761
NODE_628	6.47134e-05	9.17524e-11	45.6427	705305
NODE_629	5.53279e-05	7.78983e-11	39.2971	710259
NODE_630	1.21062e-05	1.70303e-11	8.60587	710864
NODE_631	0.000630592	9.38672e-10	423.627	671792
NODE_632	2.74457e-06	3.8605e-12	1.95122	710938
NODE_633	8.10236e-06	1.13974e-11	5.75995	710897
NODE_634	8.10283e-06	1.1398e-11	5.76028	710897
NODE_635	4.97226e-05	7.10032e-11	34.82	700286
NODE_636	2.68544e-05	3.77829e-11	19.0869	710756
NODE_637	7.85134e-05	1.10571e-10	55.7501	710071
NODE_638	4.81901e-05	6.78184e-11	34.2427	710576
NODE_639	7.9322e-06	1.11585e-11	5.6387	710863
NODE_640	2.74643e-06	3.86311e-12	1.95254	710938
NODE_641	2.74565e-06	3.86202e-12	1.95199	710938
NODE_645	2.74665e-06	3.86342e-12	1.9527	710938
NODE_649	2.74274e-06	3.85792e-12	1.94992	710937
NODE_650	7.21616e-05	1.03105e-10	50.505	699887
NODE_653	4.0819e-06	5.74166e-12	2.90194	710927
NODE_656	2.74709e-06	3.86403e-12	1.95301	710938
NODE_657	2.745e-06	3.8611e-12	1.95153	710938
NODE_658	3.01933e-05	4.24879e-11	21.4564	710634
NODE_659	2.74738e-06	3.86444e-12	1.95322	710938
NODE_660	2.68471e-05	3.77726e-11	19.0817	710755
NODE_661	5.4221e-06	7.62691e-12	3.85467	710917
NODE_662	2.55096e-05	3.58903e-11	18.1313	710766
NODE_663	3.46941e-05	4.88193e-11	24.6558	710663
NODE_664	3.35511e-05	4.72081e-11	23.8449	710705
NODE_665	1.07808e-05	1.51655e-11	7.6638	710877
NODE_666	2.41663e-05	3.4e-11	17.1768	710775
NODE_667	0.000542336	8.09159e-10	363.499	670247
NODE_668	2.81943e-05	3.96687e-11	20.039	710746
NODE_669	1.46312e-05	2.05883e-11	10.3977	710655
NODE_670	2.0387e-05	2.86877e-11	14.4882	710655
NODE_671	6.76175e-06	9.51144e-12	4.80698	710907
NODE_672	0.000706291	1.05424e-09	473.183	669955
NODE_673	1.67216e-05	2.35307e-11	11.8828	710628
NODE_674	4.08422e-06	5.74491e-12	2.90358	710928
NODE_676	2.74509e-06	3.86122e-12	1.95159	710938
NODE_677	1.34581e-05	1.89322e-11	9.56679	710857
NODE_678	8.10088e-06	1.13953e-11	5.75889	710897
NODE_679	2.74628e-06	3.8629e-12	1.95243	710938
NODE_680	1.07797e-05	1.51639e-11	7.66303	710877
NODE_681	0.000865293	1.29855e-09	576.592	666354
NODE_682	6.76068e-06	9.50993e-12	4.80622	710907
NODE_683	1.85785e-05	2.64666e-11	13.0413	701960
NODE_684	9.44239e-06	1.32825e-11	6.71248	710887
NODE_685	0.000833535	1.2499e-09	555.87	666883
NODE_686	0.000826623	1.23626e-09	552.721	668649
NODE_687	3.78239e-05	5.36284e-11	26.677	705296
NODE_692	2.74486e-06	3.8609e-12	1.95142	710938
NODE_694	6.22272e-05	8.88902e-11	43.5619	700046
NODE_695	0.000775484	1.15149e-09	522.259	673463
NODE_696	0.00054831	8.07919e-10	372.121	678670
NODE_697	0.000365229	5.3454e-10	249.546	683259
NODE_698	0.000937049	1.41355e-09	621.172	662903
NODE_699	0.000446221	6.45622e-10	308.404	691148
NODE_700	0.000369585	5.37054e-10	254.338	688172
NODE_701	0.000380282	5.53469e-10	261.287	687088
NODE_702	4.08398e-06	5.74457e-12	2.90341	710928
NODE_703	2.02698e-05	2.8522e-11	14.4052	710673
NODE_708	4.08578e-06	5.74711e-12	2.9047	710928
NODE_709	2.01559e-05	2.83564e-11	14.3269	710806
NODE_710	0.000481227	6.95811e-10	332.819	691605
NODE_711	8.10176e-06	1.13965e-11	5.75952	710897
NODE_712	2.74417e-06	3.85994e-12	1.95094	710938
NODE_713	4.08654e-06	5.74817e-12	2.90523	710928
NODE_714	4.08387e-06	5.74442e-12	2.90333	710927
NODE_716	2.41707e-05	3.40061e-11	17.1799	710776
NODE_717	4.08268e-06	5.74275e-12	2.90249	710927
NODE_719	1.88055e-05	2.64563e-11	13.3672	710814
NODE_720	0.000273136	3.94862e-10	188.935	691725
NODE_721	6.76086e-06	9.51019e-12	4.80635	710907
NODE_722	1.00628e-05	1.416e-11	7.15111	710649
NODE_724	2.74511e-06	3.86125e-12	1.9516	710938
NODE_725	2.74738e-06	3.86444e-12	1.95322	710938
NODE_727	2.74635e-06	3.863e-12	1.95249	710938
NODE_728	4.0849e-06	5.74587e-12	2.90407	710928
NODE_729	4.08435e-06	5.7451e-12	2.90368	710928
NODE_731	1.21196e-05	1.70491e-11	8.61544	710867
NODE_732	4.08163e-06	5.74128e-12	2.90174	710927
NODE_733	0.00106385	1.61561e-09	700.528	658483
NODE_734	0.000224831	3.21938e-10	157.014	698367
NODE_735	0.000230005	3.30891e-10	159.878	695107
NODE_736	0.00019672	2.82953e-10	136.767	695238
NODE_737	0.000196393	2.81877e-10	136.834	696735
NODE_738	0.000256109	3.68908e-10	177.8	694235
NODE_739	0.000193596	2.78704e-10	134.478	694632
NODE_740	0.00024963	3.58011e-10	174.059	697269
NODE_741	8.95899e-05	1.27084e-10	63.158	704968
NODE_742	0.00100009	1.51295e-09	661.082	661021
NODE_743	3.86145e-05	5.44462e-11	27.3863	709223
NODE_744	9.32913e-05	1.32636e-10	65.6177	703364
NODE_745	7.98365e-05	1.12981e-10	56.4155	706637
NODE_746	0.00011262	1.59531e-10	79.5032	705944
NODE_747	0.000110243	1.56118e-10	77.8484	706152
NODE_748	0.000100083	1.41885e-10	70.5971	705383
NODE_749	0.000116539	1.65153e-10	82.2346	705640
NODE_750	0.000102321	1.45073e-10	72.1673	705306
NODE_751	0.000140691	1.99805e-10	99.0664	704142
NODE_752	0.000154534	2.18933e-10	109.078	705852
NODE_753	0.000200229	2.86638e-10	139.868	698541
NODE_754	7.40966e-05	1.04881e-10	52.3479	706482
NODE_755	0.000146079	2.08355e-10	102.417	701107
NODE_756	0.000226411	3.25807e-10	157.339	694925
NODE_757	0.000912922	1.37084e-09	607.967	665957
